group,Date,KWH,Next_3_Days_Energy_Total
12,2013-01-19,1255.426,1310.3853333333334
12,2013-01-20,1371.177,1280.7040000000002
12,2013-01-21,1286.736,1266.8796666666667
12,2013-01-22,1273.243,1256.6016666666667
12,2013-01-23,1282.133,1222.3876666666667
12,2013-01-24,1245.263,1198.9693333333335
12,2013-01-25,1242.409,1152.2473333333335
12,2013-01-26,1179.491,1111.8906666666667
12,2013-01-27,1175.008,1075.4506666666668
12,2013-01-28,1102.243,1066.2210000000002
12,2013-01-29,1058.421,1073.044
12,2013-01-30,1065.688,1088.949
12,2013-01-31,1074.554,1127.1613333333335
12,2013-02-01,1078.89,1119.217
12,2013-02-02,1113.403,1122.2520000000002
12,2013-02-03,1189.191,1113.2423333333334
12,2013-02-04,1055.057,1147.8083333333334
12,2013-02-05,1122.508,1150.4886666666669
12,2013-02-06,1162.162,1147.289
12,2013-02-07,1158.7549999999999,1177.8133333333335
12,2013-02-08,1130.549,1217.0746666666666
12,2013-02-09,1152.563,1245.0
12,2013-02-10,1250.328,1235.8026666666667
12,2013-02-11,1248.333,1186.8166666666668
12,2013-02-12,1236.339,1134.5183333333334
12,2013-02-13,1222.736,1077.120666666667
12,2013-02-14,1101.375,1085.931
12,2013-02-15,1079.444,1102.6026666666667
12,2013-02-16,1050.5430000000001,1105.1556666666668
12,2013-02-17,1127.806,1110.1193333333333
12,2013-02-18,1129.459,1117.213
12,2013-02-19,1058.202,1154.1623333333334
12,2013-02-20,1142.697,1165.1523333333334
12,2013-02-21,1150.74,1211.0220000000002
12,2013-02-22,1169.05,1220.7576666666666
12,2013-02-23,1175.667,1224.0253333333333
12,2013-02-24,1288.349,1169.9996666666666
12,2013-02-25,1198.257,1150.9856666666667
12,2013-02-26,1185.47,1119.3193333333334
12,2013-02-27,1126.272,1104.451
12,2013-02-28,1141.215,1122.836
12,2013-03-01,1090.471,1118.8100000000002
12,2013-03-02,1081.667,1078.6913333333334
12,2013-03-03,1196.37,1003.446
12,2013-03-04,1078.393,989.5633333333335
12,2013-03-05,961.311,995.8566666666669
12,2013-03-06,970.634,1016.0816666666668
12,2013-03-07,1036.7450000000001,1065.7003333333334
12,2013-03-08,980.191,1140.9973333333335
12,2013-03-09,1031.309,1173.5396666666668
12,2013-03-10,1185.6009999999999,1140.6603333333335
12,2013-03-11,1206.082,1099.3296666666668
12,2013-03-12,1128.936,1063.6376666666667
12,2013-03-13,1086.963,1056.850666666667
12,2013-03-14,1082.09,1080.9893333333337
12,2013-03-15,1021.86,1104.4680000000003
12,2013-03-16,1066.602,1106.3053333333335
12,2013-03-17,1154.506,1078.2593333333336
12,2013-03-18,1092.296,1067.727
12,2013-03-19,1072.114,1076.4656666666667
12,2013-03-20,1070.368,1124.4156666666668
12,2013-03-21,1060.699,1225.303
12,2013-03-22,1098.33,1252.1253333333336
12,2013-03-23,1214.218,1237.9313333333334
12,2013-03-24,1363.361,1177.1296666666667
12,2013-03-25,1178.797,1170.8626666666669
12,2013-03-26,1171.636,1141.6273333333336
12,2013-03-27,1180.956,1094.1146666666668
12,2013-03-28,1159.996,1080.308666666667
12,2013-03-29,1083.93,1081.330666666667
12,2013-03-30,1038.4180000000001,1080.4610000000002
12,2013-03-31,1118.578,1066.4743333333336
12,2013-04-01,1086.996,1062.5023333333336
12,2013-04-02,1035.809,1056.6143333333332
12,2013-04-03,1076.618,1034.600666666667
12,2013-04-04,1075.08,1049.6343333333334
12,2013-04-05,1018.145,1043.7446666666667
12,2013-04-06,1010.577,1048.3283333333334
12,2013-04-07,1120.181,996.2933333333334
12,2013-04-08,1000.476,991.1293333333334
12,2013-04-09,1024.328,966.969
12,2013-04-10,964.076,975.9670000000001
12,2013-04-11,984.984,951.8963333333335
12,2013-04-12,951.847,923.0966666666667
12,2013-04-13,991.07,869.8886666666667
12,2013-04-14,912.772,855.3326666666668
12,2013-04-15,865.448,857.9633333333335
12,2013-04-16,831.446,871.9293333333335
12,2013-04-17,869.104,869.7226666666667
12,2013-04-18,873.34,889.3640000000001
12,2013-04-19,873.344,876.8950000000001
12,2013-04-20,862.484,844.3663333333334
12,2013-04-21,932.264,782.7280000000001
12,2013-04-22,835.937,749.1650000000001
12,2013-04-23,764.898,741.6536666666667
12,2013-04-24,747.349,762.0160000000001
12,2013-04-25,735.248,812.879
12,2013-04-26,742.364,830.9410000000001
12,2013-04-27,808.436,813.9443333333334
12,2013-04-28,887.837,781.622
12,2013-04-29,796.55,768.7043333333335
12,2013-04-30,757.446,756.3240000000001
12,2013-05-01,790.87,751.9230000000001
12,2013-05-02,757.797,763.7933333333334
12,2013-05-03,720.305,770.4136666666668
12,2013-05-04,777.667,750.498
12,2013-05-05,793.408,725.2603333333335
12,2013-05-06,740.1659999999999,730.7476666666668
12,2013-05-07,717.92,745.4900000000001
12,2013-05-08,717.695,769.0476666666667
12,2013-05-09,756.628,793.6880000000001
12,2013-05-10,762.1469999999999,792.7223333333335
12,2013-05-11,788.368,807.2173333333334
12,2013-05-12,830.549,799.7210000000001
12,2013-05-13,759.25,800.777
12,2013-05-14,831.853,779.9253333333335
12,2013-05-15,808.06,757.2356666666668
12,2013-05-16,762.418,765.4223333333333
12,2013-05-17,769.298,783.243
12,2013-05-18,739.991,795.4713333333334
12,2013-05-19,786.978,790.6546666666668
12,2013-05-20,822.76,776.5080000000002
12,2013-05-21,776.676,798.1230000000002
12,2013-05-22,772.528,807.976
12,2013-05-23,780.32,807.2386666666667
12,2013-05-24,841.521,780.9496666666668
12,2013-05-25,802.087,780.094
12,2013-05-26,778.1080000000001,796.288
12,2013-05-27,762.654,809.4230000000001
12,2013-05-28,799.52,788.8813333333334
12,2013-05-29,826.69,769.6676666666667
12,2013-05-30,802.059,757.5146666666668
12,2013-05-31,737.895,750.6120000000001
12,2013-06-01,769.049,731.4350000000001
12,2013-06-02,765.6,712.8526666666667
12,2013-06-03,717.187,705.9700000000001
12,2013-06-04,711.518,700.942
12,2013-06-05,709.853,708.1823333333333
12,2013-06-06,696.539,761.0356666666667
12,2013-06-07,696.434,784.6486666666668
12,2013-06-08,731.574,786.3293333333335
12,2013-06-09,855.099,748.0236666666668
12,2013-06-10,767.273,733.3596666666667
12,2013-06-11,736.616,722.68
12,2013-06-12,740.182,716.8306666666667
12,2013-06-13,723.281,727.6723333333334
12,2013-06-14,704.577,724.1086666666666
12,2013-06-15,722.634,713.9273333333334
12,2013-06-16,755.806,693.9516666666667
12,2013-06-17,693.886,692.3143333333334
12,2013-06-18,692.09,696.6916666666667
12,2013-06-19,695.879,696.0156666666668
12,2013-06-20,688.974,725.245
12,2013-06-21,705.222,723.3266666666668
12,2013-06-22,693.851,722.6043333333333
12,2013-06-23,776.662,682.9096666666668
12,2013-06-24,699.467,677.4193333333334
12,2013-06-25,691.684,678.2180000000001
12,2013-06-26,657.578,688.7660000000001
12,2013-06-27,682.996,711.623
12,2013-06-28,694.08,714.0480000000001
12,2013-06-29,689.222,720.4156666666668
12,2013-06-30,751.567,704.7043333333335
12,2013-07-01,701.355,709.7526666666668
12,2013-07-02,708.325,697.3466666666667
12,2013-07-03,704.433,694.1373333333335
12,2013-07-04,716.5,690.3793333333333
12,2013-07-05,671.107,695.413
12,2013-07-06,694.805,684.2506666666668
12,2013-07-07,705.226,665.8316666666668
12,2013-07-08,686.208,651.7486666666667
12,2013-07-09,661.318,647.2623333333335
12,2013-07-10,649.969,654.5836666666668
12,2013-07-11,643.9590000000001,680.2283333333335
12,2013-07-12,647.859,689.2086666666668
12,2013-07-13,671.933,695.1176666666667
12,2013-07-14,720.893,686.8543333333333
12,2013-07-15,674.8000000000001,697.6329999999999
12,2013-07-16,689.66,694.2826666666666
12,2013-07-17,696.103,707.1496666666667
12,2013-07-18,707.136,721.055
12,2013-07-19,679.609,736.0636666666668
12,2013-07-20,734.704,729.4616666666667
12,2013-07-21,748.852,713.8570000000001
12,2013-07-22,724.635,697.4073333333334
12,2013-07-23,714.898,686.3800000000001
12,2013-07-24,702.038,682.9616666666667
12,2013-07-25,675.2860000000001,717.4633333333335
12,2013-07-26,681.816,719.1820000000001
12,2013-07-27,691.783,724.7620000000002
12,2013-07-28,778.791,696.9100000000002
12,2013-07-29,686.972,709.1596666666668
12,2013-07-30,708.523,709.283
12,2013-07-31,695.235,714.9556666666667
12,2013-08-01,723.721,722.7260000000001
12,2013-08-02,708.893,721.5673333333334
12,2013-08-03,712.253,701.8270000000001
12,2013-08-04,747.032,674.2530000000002
12,2013-08-05,705.417,663.9296666666668
12,2013-08-06,653.032,673.5370000000001
12,2013-08-07,664.3100000000001,682.5643333333334
12,2013-08-08,674.447,705.3130000000001
12,2013-08-09,681.854,704.3563333333335
12,2013-08-10,691.3919999999999,692.9143333333335
12,2013-08-11,742.693,668.2393333333334
12,2013-08-12,678.984,679.2953333333335
12,2013-08-13,657.066,703.5630000000001
12,2013-08-14,668.668,712.0830000000001
12,2013-08-15,712.152,723.705
12,2013-08-16,729.869,711.8116666666668
12,2013-08-17,694.228,708.1763333333333
12,2013-08-18,747.018,686.815
12,2013-08-19,694.189,698.4046666666667
12,2013-08-20,683.322,693.9763333333334
12,2013-08-21,682.934,708.7516666666667
12,2013-08-22,728.958,719.4966666666668
12,2013-08-23,670.037,750.5860000000001
12,2013-08-24,727.26,735.4616666666667
12,2013-08-25,761.193,709.678
12,2013-08-26,763.305,695.6266666666667
12,2013-08-27,681.887,705.6193333333334
12,2013-08-28,683.842,710.5033333333334
12,2013-08-29,721.151,733.8406666666668
12,2013-08-30,711.865,733.2980000000001
12,2013-08-31,698.494,733.8146666666668
12,2013-09-01,791.163,706.9586666666668
12,2013-09-02,710.237,712.7266666666668
12,2013-09-03,700.044,730.9993333333335
12,2013-09-04,710.595,735.006
12,2013-09-05,727.541,753.707
12,2013-09-06,754.862,753.1273333333335
12,2013-09-07,722.615,764.3006666666666
12,2013-09-08,783.644,757.0653333333335
12,2013-09-09,753.123,759.6790000000001
12,2013-09-10,756.135,753.7246666666666
12,2013-09-11,761.938,771.3893333333334
12,2013-09-12,760.964,819.68
12,2013-09-13,738.2719999999999,835.4120000000001
12,2013-09-14,814.932,839.6793333333335
12,2013-09-15,905.836,795.6813333333334
12,2013-09-16,785.468,809.8240000000002
12,2013-09-17,827.734,800.5140000000001
12,2013-09-18,773.842,813.349
12,2013-09-19,827.8960000000001,830.2286666666668
12,2013-09-20,799.804,817.9486666666667
12,2013-09-21,812.347,797.5313333333335
12,2013-09-22,878.535,758.1306666666668
12,2013-09-23,762.964,771.0473333333334
12,2013-09-24,751.095,780.314
12,2013-09-25,760.333,786.6356666666667
12,2013-09-26,801.714,790.027
12,2013-09-27,778.895,777.6383333333334
12,2013-09-28,779.298,768.2850000000002
12,2013-09-29,811.888,741.9360000000001
12,2013-09-30,741.729,740.0183333333334
12,2013-10-01,751.238,734.0763333333334
12,2013-10-02,732.841,756.2113333333335
12,2013-10-03,735.976,779.1133333333333
12,2013-10-04,733.412,791.9083333333334
12,2013-10-05,799.246,764.5920000000001
12,2013-10-06,804.682,741.7480000000002
12,2013-10-07,771.797,748.638
12,2013-10-08,717.297,792.0480000000001
12,2013-10-09,736.15,829.7423333333335
12,2013-10-10,792.467,934.4816666666667
12,2013-10-11,847.527,983.1956666666666
12,2013-10-12,849.233,1014.0996666666668
12,2013-10-13,1106.685,960.3723333333336
12,2013-10-14,993.669,924.8690000000003
12,2013-10-15,941.945,887.5180000000001
12,2013-10-16,945.503,852.0170000000002
12,2013-10-17,887.159,854.3066666666668
12,2013-10-18,829.892,867.2406666666669
12,2013-10-19,839.0,857.3933333333334
12,2013-10-20,894.028,840.9656666666668
12,2013-10-21,868.694,821.3263333333334
12,2013-10-22,809.458,836.5753333333336
12,2013-10-23,844.745,845.1126666666669
12,2013-10-24,809.776,914.7353333333335
12,2013-10-25,855.205,932.9580000000001
12,2013-10-26,870.357,942.1286666666668
12,2013-10-27,1018.644,916.5620000000002
12,2013-10-28,909.8729999999999,942.5836666666668
12,2013-10-29,897.869,939.5783333333335
12,2013-10-30,941.9440000000001,930.8296666666669
12,2013-10-31,987.938,957.6576666666668
12,2013-11-01,888.853,976.0726666666668
12,2013-11-02,915.698,1003.9643333333335
12,2013-11-03,1068.422,975.8053333333336
12,2013-11-04,944.098,988.6823333333335
12,2013-11-05,999.373,978.1343333333335
12,2013-11-06,983.945,981.8873333333335
12,2013-11-07,982.729,1019.0356666666668
12,2013-11-08,967.729,1039.2033333333334
12,2013-11-09,995.204,1032.7956666666669
12,2013-11-10,1094.174,997.2360000000002
12,2013-11-11,1028.232,969.7516666666669
12,2013-11-12,975.981,972.2646666666668
12,2013-11-13,987.495,960.0950000000003
12,2013-11-14,945.779,978.7253333333334
12,2013-11-15,983.52,976.5403333333335
12,2013-11-16,950.986,989.0770000000002
12,2013-11-17,1001.67,1000.1696666666668
12,2013-11-18,976.965,1021.4086666666668
12,2013-11-19,988.596,1037.2606666666668
12,2013-11-20,1034.948,1053.7280000000003
12,2013-11-21,1040.682,1074.6896666666669
12,2013-11-22,1036.152,1069.0580000000002
12,2013-11-23,1084.35,1050.0283333333334
12,2013-11-24,1103.567,1013.4856666666668
12,2013-11-25,1019.257,990.5606666666667
12,2013-11-26,1027.261,972.9283333333334
12,2013-11-27,993.939,978.8750000000001
12,2013-11-28,950.482,1033.7856666666669
12,2013-11-29,974.364,1044.671
12,2013-11-30,1011.779,1047.0316666666668
12,2013-12-01,1115.214,1010.0833333333335
12,2013-12-02,1007.02,1013.6730000000001
12,2013-12-03,1018.861,1019.3310000000001
12,2013-12-04,1004.369,1034.9033333333334
12,2013-12-05,1017.789,1051.662
12,2013-12-06,1035.835,1040.004666666667
12,2013-12-07,1051.086,1023.2210000000001
12,2013-12-08,1068.065,1014.4113333333335
12,2013-12-09,1000.863,1021.0896666666667
12,2013-12-10,1000.735,1002.0793333333335
12,2013-12-11,1041.636,977.3673333333335
12,2013-12-12,1020.898,967.6593333333334
12,2013-12-13,943.704,967.8856666666667
12,2013-12-14,967.5,975.7893333333335
12,2013-12-15,991.774,977.2766666666668
12,2013-12-16,944.383,991.6683333333334
12,2013-12-17,991.211,979.7706666666668
12,2013-12-18,996.236,992.0550000000002
12,2013-12-19,987.558,1017.5516666666668
12,2013-12-20,955.518,1031.0396666666668
12,2013-12-21,1033.089,1049.6663333333336
12,2013-12-22,1064.048,1067.5740000000003
12,2013-12-23,995.982,1091.6553333333336
12,2013-12-24,1088.969,1071.019
12,2013-12-25,1117.771,1051.3146666666669
12,2013-12-26,1068.226,1057.691
12,2013-12-27,1027.06,1064.5113333333336
12,2013-12-28,1058.658,1067.3696666666667
12,2013-12-29,1087.355,1084.121
12,2013-12-30,1047.521,1066.8200000000002
12,2013-12-31,1067.233,1051.9403333333335
12,2014-01-01,1137.609,1019.4263333333334
12,2014-01-02,995.618,1059.3503333333335
12,2014-01-03,1022.5939999999999,1059.902
12,2014-01-04,1040.067,1059.0486666666668
12,2014-01-05,1115.3899999999999,1027.5693333333336
12,2014-01-06,1024.249,1009.9653333333335
12,2014-01-07,1037.507,999.8936666666668
12,2014-01-08,1020.952,994.0710000000003
12,2014-01-09,971.437,1041.0196666666668
12,2014-01-10,1007.292,1034.5183333333337
12,2014-01-11,1003.484,1035.486666666667
12,2014-01-12,1112.283,1006.4616666666669
12,2014-01-13,987.788,1009.095666666667
12,2014-01-14,1006.389,1005.1980000000002
12,2014-01-15,1025.208,1005.0696666666669
12,2014-01-16,995.69,884.1976666666669
12,2014-01-17,994.696,886.7406666666669
12,2014-01-18,1024.823,877.4563333333335
12,2014-01-19,633.074,970.5766666666668
12,2014-01-20,1002.3249999999999,934.6716666666667
12,2014-01-21,996.97,908.1720000000001
12,2014-01-22,912.435,902.7210000000001
12,2014-01-23,894.61,950.268
12,2014-01-24,917.471,943.9736666666668
12,2014-01-25,896.082,960.533
12,2014-01-26,1037.251,926.8426666666668
12,2014-01-27,898.588,934.1333333333336
12,2014-01-28,945.76,933.7830000000002
12,2014-01-29,936.1800000000001,935.0010000000002
12,2014-01-30,920.46,947.9676666666668
12,2014-01-31,944.709,922.7000000000002
12,2014-02-01,939.8340000000001,899.5426666666667
12,2014-02-02,959.36,883.7123333333335
12,2014-02-03,868.906,876.3770000000001
12,2014-02-04,870.362,869.7240000000002
12,2014-02-05,911.869,847.5820000000002
12,2014-02-06,846.9,887.2316666666669
12,2014-02-07,850.403,890.3556666666668
12,2014-02-08,845.443,923.6336666666667
12,2014-02-09,965.849,914.5773333333335
12,2014-02-10,859.775,922.4486666666668
12,2014-02-11,945.277,918.4990000000001
12,2014-02-12,938.68,912.7013333333334
12,2014-02-13,883.389,924.4133333333334
12,2014-02-14,933.428,903.6586666666668
12,2014-02-15,921.287,893.4173333333334
12,2014-02-16,918.525,871.998
12,2014-02-17,871.164,858.4050000000002
12,2014-02-18,890.563,842.4336666666668
12,2014-02-19,854.2669999999999,838.7033333333335
13,2012-09-28,834.175,835.8123333333333
13,2012-09-29,819.486,839.2040000000001
13,2012-09-30,853.123,829.0690000000001
13,2012-10-01,834.828,817.3996666666667
13,2012-10-02,829.6610000000001,823.3856666666667
13,2012-10-03,822.718,813.0323333333334
13,2012-10-04,799.82,832.4336666666667
13,2012-10-05,847.619,839.975
13,2012-10-06,791.658,855.8040000000001
13,2012-10-07,858.024,834.372
13,2012-10-08,870.243,814.8513333333334
13,2012-10-09,839.145,793.1443333333333
13,2012-10-10,793.728,808.558
13,2012-10-11,811.681,826.668
13,2012-10-12,774.024,841.3723333333334
13,2012-10-13,839.969,830.5723333333334
13,2012-10-14,866.011,810.0826666666667
13,2012-10-15,818.137,797.616
13,2012-10-16,807.569,806.116
13,2012-10-17,804.542,809.3136666666666
13,2012-10-18,780.737,850.3306666666666
13,2012-10-19,833.069,844.2543333333333
13,2012-10-20,814.135,854.4483333333334
13,2012-10-21,903.788,822.9900000000001
13,2012-10-22,814.84,829.948
13,2012-10-23,844.717,839.0009999999999
13,2012-10-24,809.413,904.561
13,2012-10-25,835.714,974.739
13,2012-10-26,871.876,1001.6336666666667
13,2012-10-27,1006.093,985.2073333333334
13,2012-10-28,1046.248,947.6846666666667
13,2012-10-29,952.5600000000001,933.3276666666667
13,2012-10-30,956.814,929.1413333333334
13,2012-10-31,933.68,946.873
13,2012-11-01,909.489,1012.3106666666666
13,2012-11-02,944.255,1008.3903333333333
13,2012-11-03,986.875,989.9613333333333
13,2012-11-04,1105.802,925.7183333333332
13,2012-11-05,932.494,910.643
13,2012-11-06,931.588,908.4496666666668
13,2012-11-07,913.073,919.6436666666667
13,2012-11-08,887.268,953.9943333333334
13,2012-11-09,925.008,968.0046666666667
13,2012-11-10,946.655,961.2236666666668
13,2012-11-11,990.32,924.2449999999999
13,2012-11-12,967.039,906.8353333333334
13,2012-11-13,926.312,897.9896666666667
13,2012-11-14,879.384,921.1766666666666
13,2012-11-15,914.8100000000001,951.1473333333333
13,2012-11-16,899.775,955.029
13,2012-11-17,948.9449999999999,951.7379999999999
13,2012-11-18,1004.722,934.9986666666667
13,2012-11-19,911.42,926.6669999999999
13,2012-11-20,939.072,906.3533333333334
13,2012-11-21,954.504,912.4563333333334
13,2012-11-22,886.425,946.1546666666667
13,2012-11-23,878.131,980.5796666666666
13,2012-11-24,972.813,984.677
13,2012-11-25,987.52,979.4946666666666
13,2012-11-26,981.406,971.2306666666667
13,2012-11-27,985.105,961.2130000000001
13,2012-11-28,971.973,978.9923333333332
13,2012-11-29,956.614,1002.3849999999999
13,2012-11-30,955.052,1004.7130000000001
13,2012-12-01,1025.311,978.7139999999999
13,2012-12-02,1026.792,952.708
13,2012-12-03,962.0360000000001,955.3553333333333
13,2012-12-04,947.314,969.0296666666667
13,2012-12-05,948.774,983.1806666666666
13,2012-12-06,969.978,998.1833333333333
13,2012-12-07,988.337,998.7183333333332
13,2012-12-08,991.227,960.0593333333333
13,2012-12-09,1014.986,982.7303333333334
13,2012-12-10,989.942,992.0866666666667
13,2012-12-11,875.25,1035.3843333333334
13,2012-12-12,1082.999,1005.628
13,2012-12-13,1018.011,986.8816666666667
13,2012-12-14,1005.143,964.6013333333334
13,2012-12-15,993.73,952.2226666666667
13,2012-12-16,961.772,960.993
13,2012-12-17,938.302,969.9810000000001
13,2012-12-18,956.594,957.6186666666666
13,2012-12-19,988.083,960.7266666666666
13,2012-12-20,965.266,975.469
13,2012-12-21,919.507,1007.4156666666667
13,2012-12-22,997.407,1045.7063333333333
13,2012-12-23,1009.4929999999999,1037.9456666666667
13,2012-12-24,1015.347,1030.5163333333333
13,2012-12-25,1112.279,985.9413333333333
13,2012-12-26,986.211,974.2843333333334
13,2012-12-27,993.059,967.5006666666667
13,2012-12-28,978.554,952.8703333333333
13,2012-12-29,951.24,977.341
13,2012-12-30,972.708,968.6223333333334
13,2012-12-31,934.663,966.2696666666667
13,2013-01-01,1024.652,934.5683333333333
13,2013-01-02,946.552,941.7793333333333
13,2013-01-03,927.605,978.7773333333333
13,2013-01-04,929.548,983.9506666666666
13,2013-01-05,968.185,968.7166666666667
13,2013-01-06,1038.599,917.4813333333333
13,2013-01-07,945.068,919.0099999999999
13,2013-01-08,922.483,906.7443333333334
13,2013-01-09,884.893,939.9226666666667
13,2013-01-10,949.654,980.0803333333333
13,2013-01-11,885.686,1027.8056666666666
13,2013-01-12,984.428,1024.1096666666667
13,2013-01-13,1070.127,992.0996666666666
13,2013-01-14,1028.862,981.1999999999999
13,2013-01-15,973.34,1004.145
13,2013-01-16,974.097,1039.741
13,2013-01-17,996.163,1088.9883333333335
13,2013-01-18,1042.175,1090.45
13,2013-01-19,1080.885,1057.729
13,2013-01-20,1143.905,1011.726
13,2013-01-21,1046.56,991.9783333333334
13,2013-01-22,982.722,1000.0053333333334
13,2013-01-23,1005.8960000000001,983.5436666666666
13,2013-01-24,987.317,973.1759999999999
13,2013-01-25,1006.803,960.6353333333333
13,2013-01-26,956.511,942.2276666666667
13,2013-01-27,956.214,920.1733333333333
13,2013-01-28,969.181,898.2683333333334
13,2013-01-29,901.288,902.145
13,2013-01-30,890.0509999999999,922.3026666666668
13,2013-01-31,903.466,974.0983333333334
13,2013-02-01,912.918,986.3776666666666
13,2013-02-02,950.524,974.2473333333334
13,2013-02-03,1058.853,924.7139999999999
13,2013-02-04,949.756,911.1396666666668
13,2013-02-05,914.133,924.3153333333333
13,2013-02-06,910.253,936.6043333333333
13,2013-02-07,909.033,960.4126666666667
13,2013-02-08,953.66,966.3236666666667
13,2013-02-09,947.12,973.3583333333335
13,2013-02-10,980.458,949.8093333333333
13,2013-02-11,971.393,912.3613333333333
13,2013-02-12,968.224,861.7783333333333
13,2013-02-13,909.811,828.3186666666667
13,2013-02-14,859.049,833.9176666666667
13,2013-02-15,816.475,863.0873333333334
13,2013-02-16,809.432,872.0363333333333
13,2013-02-17,875.846,851.6129999999999
13,2013-02-18,903.984,857.4356666666666
13,2013-02-19,836.279,884.4213333333333
13,2013-02-20,814.576,926.4203333333334
13,2013-02-21,921.452,954.0866666666667
13,2013-02-22,917.236,957.8026666666668
13,2013-02-23,940.573,947.904
13,2013-02-24,1004.451,889.7026666666667
13,2013-02-25,928.384,862.5263333333332
13,2013-02-26,910.877,834.6003333333333
13,2013-02-27,829.847,838.6066666666667
13,2013-02-28,846.855,864.081
13,2013-03-01,827.099,859.5646666666667
13,2013-03-02,841.866,841.4766666666666
13,2013-03-03,923.278,796.7453333333333
13,2013-03-04,813.55,788.563
13,2013-03-05,787.602,789.3800000000001
13,2013-03-06,789.0840000000001,803.3866666666667
13,2013-03-07,789.003,848.9259999999999
13,2013-03-08,790.053,892.1046666666667
13,2013-03-09,831.104,934.8389999999999
13,2013-03-10,925.621,893.1013333333334
13,2013-03-11,919.589,853.879
13,2013-03-12,959.307,802.2013333333334
13,2013-03-13,800.408,811.6343333333334
13,2013-03-14,801.922,848.427
13,2013-03-15,804.274,854.8786666666666
13,2013-03-16,828.707,836.9353333333333
13,2013-03-17,912.3,809.0676666666667
13,2013-03-18,823.629,799.0056666666666
13,2013-03-19,774.877,815.6586666666667
13,2013-03-20,828.697,848.2963333333333
13,2013-03-21,793.443,920.3256666666667
13,2013-03-22,824.836,943.7283333333334
13,2013-03-23,926.61,936.2263333333334
13,2013-03-24,1009.5310000000001,888.8159999999999
13,2013-03-25,895.044,853.591
13,2013-03-26,904.1039999999999,863.7876666666667
13,2013-03-27,867.3,858.159
13,2013-03-28,789.369,889.899
13,2013-03-29,934.694,867.5416666666666
13,2013-03-30,850.414,844.1353333333333
13,2013-03-31,884.589,818.375
13,2013-04-01,867.622,828.7433333333333
13,2013-04-02,780.195,832.8913333333334
13,2013-04-03,807.308,821.1786666666667
13,2013-04-04,898.727,793.8686666666666
13,2013-04-05,792.639,782.911
13,2013-04-06,772.17,803.6036666666668
13,2013-04-07,816.797,790.245
13,2013-04-08,759.766,793.0976666666666
13,2013-04-09,834.248,758.947
13,2013-04-10,776.721,754.1129999999999
13,2013-04-11,768.324,750.8496666666666
13,2013-04-12,731.796,752.8593333333333
13,2013-04-13,762.219,756.0813333333334
13,2013-04-14,758.534,741.4876666666665
13,2013-04-15,737.825,736.0656666666667
13,2013-04-16,771.885,709.777
13,2013-04-17,714.753,703.5790000000001
13,2013-04-18,721.559,706.158
13,2013-04-19,693.019,716.2493333333333
13,2013-04-20,696.159,722.3813333333333
13,2013-04-21,729.296,711.5633333333334
13,2013-04-22,723.293,689.7916666666666
13,2013-04-23,714.555,677.2263333333334
13,2013-04-24,696.842,701.1176666666667
13,2013-04-25,657.978,752.8003333333332
13,2013-04-26,676.859,769.756
13,2013-04-27,768.516,747.7983333333333
13,2013-04-28,813.0260000000001,709.561
13,2013-04-29,727.726,689.7443333333334
13,2013-04-30,702.643,675.6023333333333
13,2013-05-01,698.314,675.8856666666667
13,2013-05-02,668.276,701.1146666666667
13,2013-05-03,660.217,711.7823333333332
13,2013-05-04,699.164,696.552
13,2013-05-05,743.963,675.163
13,2013-05-06,692.22,671.9676666666668
13,2013-05-07,653.473,673.4936666666667
13,2013-05-08,679.796,696.1226666666666
13,2013-05-09,682.634,723.1263333333333
13,2013-05-10,658.051,746.6899999999999
13,2013-05-11,747.683,751.0300000000001
13,2013-05-12,763.645,734.3009999999999
13,2013-05-13,728.742,729.9366666666666
13,2013-05-14,760.703,706.2033333333334
13,2013-05-15,713.458,696.3059999999999
13,2013-05-16,715.649,698.975
13,2013-05-17,689.503,701.1696666666667
13,2013-05-18,683.766,694.0563333333333
13,2013-05-19,723.656,680.8533333333334
13,2013-05-20,696.087,674.5213333333334
13,2013-05-21,662.426,698.3086666666667
13,2013-05-22,684.047,689.5676666666667
13,2013-05-23,677.091,678.4213333333333
13,2013-05-24,733.788,658.6576666666666
13,2013-05-25,657.824,672.482
13,2013-05-26,643.652,691.3503333333333
13,2013-05-27,674.497,707.66
13,2013-05-28,699.297,691.5323333333332
13,2013-05-29,700.257,686.0926666666666
13,2013-05-30,723.426,682.391
13,2013-05-31,650.914,684.7403333333333
13,2013-06-01,683.938,662.759
13,2013-06-02,712.321,641.409
13,2013-06-03,657.962,630.574
13,2013-06-04,617.994,637.5096666666667
13,2013-06-05,648.271,638.435
13,2013-06-06,625.457,676.94
13,2013-06-07,638.801,681.991
13,2013-06-08,651.047,693.8283333333334
13,2013-06-09,740.972,672.4826666666667
13,2013-06-10,653.954,677.6550000000001
13,2013-06-11,686.559,664.0613333333333
13,2013-06-12,676.9350000000001,662.3386666666667
13,2013-06-13,669.471,690.5963333333334
13,2013-06-14,645.778,699.68
13,2013-06-15,671.767,701.0506666666666
13,2013-06-16,754.244,667.3796666666666
13,2013-06-17,673.029,670.975
13,2013-06-18,675.879,652.0086666666667
13,2013-06-19,653.231,666.2483333333333
13,2013-06-20,683.815,686.4639999999999
